 AB205   75   22   660   280    1.00000000   30   15 
  0  d     -77.4943926500   37.6085124500
  0  f     -77.4943926500   37.6085124500
  1  f     -77.6122426000   37.6598733400
  2  f     -77.0645931600   38.8694531600
  3  f     -78.4836242800   38.0716149000
  4  f     -76.5725130000   37.1928420000
  5  f     -76.5632573900   37.9687842700
  6  f     -78.4565899400   38.0383809600
  7  f     -77.6140804900   37.4321903800
  8  f     -77.4793110000   37.5702430000
  9  f     -76.1432830900   36.8575780000
 10  f     -77.3295510000   37.4343920000
 11  f     -76.3891700000   37.7254450000
 12  f     -76.3386770000   36.7960460000
 13  f     -79.1560760000   37.3833430000
 14  f     -76.2769760000   36.8244990000
 15  f     -76.2346530000   36.7603090000
 16  f     -77.5507000000   37.6860000000
 17  f     -76.6253320900   39.3194572900
 18  f     -75.2590476300   38.3629778900
 19  f     -76.0736560000   39.0360480000
 20  f     -77.0876088500   39.4578749800
 21  f     -76.4282918100   39.3870570200
  1  c     -76.7748968400   39.2021392200
  2  c     -76.6425144200   39.3485108500
  3  c     -76.5359026600   39.3550345000
  4  c     -76.0760592400   39.0686516400
  5  c     -76.0487598600   39.2308738600
  6  c     -75.4820840800   38.2007498200
  7  c     -75.9057397800   37.4370203000
  8  c     -76.3812542200   37.1306762300
  9  c     -77.5437748200   37.3272032800
 10  c     -77.5437748200   37.3272032800
 11  c     -77.4356105300   37.1397917300
 12  c     -76.7526826400   36.7680001300
 13  c     -75.5677739200   38.3462760400
 14  c     -76.4640944300   39.3353836600
 15  c     -76.5307972200   39.2539470500
 16  c     -76.4799639200   39.4117639700
 17  c     -76.3263809400   39.4998482000
 18  c     -77.1808549400   39.6921523900
 19  c     -77.5744305100   39.6753017000
 20  c     -77.7183238500   39.5881646900
 21  c     -77.6530466300   39.5456527200
 22  c     -77.3362448800   39.4089276000
 23  c     -77.4249855800   39.4071204500
 24  c     -77.4025556600   39.4392404500
 25  c     -77.4071647500   39.3916744600
 26  c     -77.4071647500   39.3916744600
 27  c     -77.4071647500   39.3916744600
 28  c     -77.5666538800   39.3370250800
 29  c     -76.8610354500   39.0999405600
 30  c     -76.8448868200   39.1031945400
 31  c     -76.8781051200   39.0863482600
 32  c     -76.8588951100   39.0847433100
 33  c     -77.0270989300   38.9858716700
 34  c     -77.0332694900   38.9213677500
 35  c     -77.0332694900   38.9213677500
 36  c     -77.0332694900   38.9213677500
 37  c     -76.9285800400   38.8990194500
 38  c     -76.9703068700   38.8650435000
 39  c     -76.9890020900   38.8567173700
 40  c     -77.0068887600   38.8228356500
 41  c     -76.9929292000   38.8442400200
 42  c     -76.9832188100   38.9221967300
 43  c     -77.1121739800   38.8902094300
 44  c     -77.2612117800   38.8285915500
 45  c     -77.4205506600   38.8275446000
 46  c     -77.6371477800   38.8088458400
 47  c     -78.0699148800   38.6723704500
 48  c     -77.8772344100   38.8437306300
 49  c     -78.1967241900   38.9258265600
 50  c     -78.1975052100   38.9305231900
 51  c     -77.4745082700   38.2996406800
 52  c     -80.5014908500   37.0881020100
 53  c     -80.0425916700   37.2890068300
 54  c     -80.0425916700   37.2890068300
 55  c     -80.0286918300   37.2668299900
 56  c     -80.0286918300   37.2668299900
 57  c     -80.0594015600   37.2762898300
 58  c     -79.9564395200   37.2436598200
 59  c     -79.9564395200   37.2436598200
 60  c     -79.4555010100   37.5121808200
 61  c     -79.4440367400   37.7762481400
 62  c     -79.8738506900   37.7988500400
 63  c     -79.1784245900   37.4386829500
 64  c     -79.1732657900   37.4199515100
 65  c     -79.2415953600   37.3534532000
 66  c     -78.3936415500   37.2931062600
 67  c     -78.3825190100   37.2626594200
 68  c     -79.2830693500   37.1328922500
 69  c     -79.3819542000   36.9534090900
 70  c     -78.9142491300   36.7126109500
 71  c     -79.4125349200   36.5963237100
 72  c     -80.2729230700   36.6755825500
 73  c     -80.9236572000   36.6725213700
 74  c     -81.0251630100   36.7060095200
 75  c     -76.9740196100   37.5386767300

 Infeasible customers 
