 AB215  100   22   660   280    1.00000000   30   15 
  0  d     -77.4943926500   37.6085124500
  0  f     -77.4943926500   37.6085124500
  1  f     -77.6122426000   37.6598733400
  2  f     -77.0645931600   38.8694531600
  3  f     -78.4836242800   38.0716149000
  4  f     -76.5725130000   37.1928420000
  5  f     -76.5632573900   37.9687842700
  6  f     -78.4565899400   38.0383809600
  7  f     -77.6140804900   37.4321903800
  8  f     -77.4793110000   37.5702430000
  9  f     -76.1432830900   36.8575780000
 10  f     -77.3295510000   37.4343920000
 11  f     -76.3891700000   37.7254450000
 12  f     -76.3386770000   36.7960460000
 13  f     -79.1560760000   37.3833430000
 14  f     -76.2769760000   36.8244990000
 15  f     -76.2346530000   36.7603090000
 16  f     -77.5507000000   37.6860000000
 17  f     -76.6253320900   39.3194572900
 18  f     -75.2590476300   38.3629778900
 19  f     -76.0736560000   39.0360480000
 20  f     -77.0876088500   39.4578749800
 21  f     -76.4282918100   39.3870570200
  1  c     -76.9933024000   38.9728832200
  2  c     -76.7425870700   38.4831522700
  3  c     -77.0396114400   39.2367466900
  4  c     -77.0396114400   39.2367466900
  5  c     -77.5561999900   38.6027156900
  6  c     -77.5561999900   38.6027156900
  7  c     -77.5561999900   38.6027156900
  8  c     -80.2164056600   36.7724658500
  9  c     -80.2164056600   36.7724658500
 10  c     -78.2104539600   38.3833035300
 11  c     -76.9242168700   38.5516000700
 12  c     -76.9587481300   38.8311539800
 13  c     -76.9587481300   38.8311539800
 14  c     -76.9587481300   38.8311539800
 15  c     -76.5763744300   39.0072155500
 16  c     -76.5815901700   39.1224865800
 17  c     -76.7748968400   39.2021392200
 18  c     -76.6425144200   39.3485108500
 19  c     -76.5359026600   39.3550345000
 20  c     -76.0760592400   39.0686516400
 21  c     -80.0286918300   37.2668299900
 22  c     -80.0286918300   37.2668299900
 23  c     -80.0594015600   37.2762898300
 24  c     -79.9564395200   37.2436598200
 25  c     -79.9564395200   37.2436598200
 26  c     -79.4555010100   37.5121808200
 27  c     -79.4440367400   37.7762481400
 28  c     -79.8738506900   37.7988500400
 29  c     -79.1784245900   37.4386829500
 30  c     -79.1732657900   37.4199515100
 31  c     -77.1257770000   39.1686920000
 32  c     -80.1717080000   37.4340590000
 33  c     -76.4930670000   38.4803570000
 34  c     -77.8317480000   37.3248850000
 35  c     -78.0677280000   37.8099240000
 36  c     -77.8776070000   37.9632990000
 37  c     -78.2775940000   39.7678830000
 38  c     -76.9708140000   38.9773710000
 39  c     -78.6118950000   37.9260910000
 40  c     -77.9581030000   38.0750060000
 41  c     -78.5931060000   37.3402480000
 42  c     -79.3104340000   37.9379270000
 43  c     -77.8670600000   37.0573530000
 44  c     -76.4287210000   36.9972150000
 45  c     -79.5551460000   37.4948930000
 46  c     -77.7223490000   39.7798920000
 47  c     -76.0487598600   39.2308738600
 48  c     -75.4820840800   38.2007498200
 49  c     -75.9057397800   37.4370203000
 50  c     -76.3812542200   37.1306762300
 51  c     -77.5437748200   37.3272032800
 52  c     -77.5437748200   37.3272032800
 53  c     -77.4356105300   37.1397917300
 54  c     -76.7526826400   36.7680001300
 55  c     -75.5677739200   38.3462760400
 56  c     -76.4640944300   39.3353836600
 57  c     -77.0332694900   38.9213677500
 58  c     -77.0332694900   38.9213677500
 59  c     -76.9285800400   38.8990194500
 60  c     -76.9703068700   38.8650435000
 61  c     -76.9890020900   38.8567173700
 62  c     -77.0068887600   38.8228356500
 63  c     -76.9929292000   38.8442400200
 64  c     -76.9832188100   38.9221967300
 65  c     -77.1121739800   38.8902094300
 66  c     -77.2612117800   38.8285915500
 67  c     -77.4205506600   38.8275446000
 68  c     -77.6371477800   38.8088458400
 69  c     -78.0699148800   38.6723704500
 70  c     -77.8772344100   38.8437306300
 71  c     -78.1967241900   38.9258265600
 72  c     -78.1975052100   38.9305231900
 73  c     -77.4745082700   38.2996406800
 74  c     -80.5014908500   37.0881020100
 75  c     -80.0425916700   37.2890068300
 76  c     -80.0425916700   37.2890068300
 77  c     -78.0966150000   37.7287330000
 78  c     -76.8857880000   37.5611030000
 79  c     -76.5258330000   37.5881120000
 80  c     -77.6081540000   39.2802980000
 81  c     -77.0291460000   39.3286480000
 82  c     -79.0785910000   36.7780630000
 83  c     -77.2085370000   37.5365650000
 84  c     -80.0186200000   37.4313960000
 85  c     -76.0895110000   38.3259960000
 86  c     -77.9330360000   39.2873640000
 87  c     -78.9296600000   39.6560480000
 88  c     -77.0737260000   37.0127720000
 89  c     -76.5677010000   39.4863080000
 90  c     -77.9109900000   36.8310030000
 91  c     -78.7373480000   38.0590940000
 92  c     -79.4146860000   38.0587360000
 93  c     -78.2147210000   37.0290530000
 94  c     -76.2376640000   38.6030450000
 95  c     -76.7403810000   38.4779470000
 96  c     -77.6112040000   38.6140660000
 97  c     -77.1784300000   37.4626710000
 98  c     -80.0765530000   37.2726090000
 99  c     -79.9963890000   39.0360100000
 100 c     -77.4048220000   36.7319220000

 Infeasible customers 
