 AB102   50   22   660   300    0.66666667   30   15 
  0  d     -77.4943926500   37.6085124500
  0  f     -77.4943926500   37.6085124500
  1  f     -77.6122426000   37.6598733400
  2  f     -77.0645931600   38.8694531600
  3  f     -78.4836242800   38.0716149000
  4  f     -76.5725130000   37.1928420000
  5  f     -76.5632573900   37.9687842700
  6  f     -78.4565899400   38.0383809600
  7  f     -77.6140804900   37.4321903800
  8  f     -77.4793110000   37.5702430000
  9  f     -76.1432830900   36.8575780000
 10  f     -77.3295510000   37.4343920000
 11  f     -76.3891700000   37.7254450000
 12  f     -76.3386770000   36.7960460000
 13  f     -79.1560760000   37.3833430000
 14  f     -76.2769760000   36.8244990000
 15  f     -76.2346530000   36.7603090000
 16  f     -77.5507000000   37.6860000000
 17  f     -76.6253320900   39.3194572900
 18  f     -75.2590476300   38.3629778900
 19  f     -76.0736560000   39.0360480000
 20  f     -77.0876088500   39.4578749800
 21  f     -76.4282918100   39.3870570200
  1  c     -76.8085642400   37.9553443800
  2  c     -76.7425870700   38.4831522700
  3  c     -77.0396114400   39.2367466900
  4  c     -77.5561999900   38.6027156900
  5  c     -78.2104539600   38.3833035300
  6  c     -76.9587481300   38.8311539800
  7  c     -76.5763744300   39.0072155500
  8  c     -76.8588951100   39.0847433100
  9  c     -77.0332694900   38.9213677500
 10  c     -76.9929292000   38.8442400200
 11  c     -78.1967241900   38.9258265600
 12  c     -80.0594015600   37.2762898300
 13  c     -79.1784245900   37.4386829500
 14  c     -77.0396114400   39.2367466900
 15  c     -77.5561999900   38.6027156900
 16  c     -76.9242168700   38.5516000700
 17  c     -75.4820840800   38.2007498200
 18  c     -77.5437748200   37.3272032800
 19  c     -76.3263809400   39.4998482000
 20  c     -77.7183238500   39.5881646900
 21  c     -77.3362448800   39.4089276000
 22  c     -77.2612117800   38.8285915500
 23  c     -77.4205506600   38.8275446000
 24  c     -77.6371477800   38.8088458400
 25  c     -79.9564395200   37.2436598200
 26  c     -77.4641965600   37.5627059000
 27  c     -78.9115469500   38.2855601000
 28  c     -78.9867292900   38.0947910300
 29  c     -77.6318018000   36.6840502900
 30  c     -77.5437748200   37.3272032800
 31  c     -76.4799639200   39.4117639700
 32  c     -76.8610354500   39.0999405600
 33  c     -76.9703068700   38.8650435000
 34  c     -77.0068887600   38.8228356500
 35  c     -76.9740196100   37.5386767300
 36  c     -77.4134784600   37.2195398100
 37  c     -77.3980635900   37.5407741200
 38  c     -79.8741008600   37.0015985500
 39  c     -80.2164056600   36.7724658500
 40  c     -76.8448868200   39.1031945400
 41  c     -80.5014908500   37.0881020100
 42  c     -76.1750550000   36.7498795200
 43  c     -77.4356105300   37.1397917300
 44  c     -77.0270989300   38.9858716700
 45  c     -77.0332694900   38.9213677500
 46  c     -79.8738506900   37.7988500400
 47  c     -79.2830693500   37.1328922500
 48  c     -80.2164056600   36.7724658500
 49  c     -75.5677739200   38.3462760400
 50  c     -80.0425916700   37.2890068300

 Infeasible customers 
