 AB201   50   22   660   280    1.00000000   30   15 
  0  d     -77.4943926500   37.6085124500
  0  f     -77.4943926500   37.6085124500
  1  f     -77.6122426000   37.6598733400
  2  f     -77.0645931600   38.8694531600
  3  f     -78.4836242800   38.0716149000
  4  f     -76.5725130000   37.1928420000
  5  f     -76.5632573900   37.9687842700
  6  f     -78.4565899400   38.0383809600
  7  f     -77.6140804900   37.4321903800
  8  f     -77.4793110000   37.5702430000
  9  f     -76.1432830900   36.8575780000
 10  f     -77.3295510000   37.4343920000
 11  f     -76.3891700000   37.7254450000
 12  f     -76.3386770000   36.7960460000
 13  f     -79.1560760000   37.3833430000
 14  f     -76.2769760000   36.8244990000
 15  f     -76.2346530000   36.7603090000
 16  f     -77.5507000000   37.6860000000
 17  f     -76.6253320900   39.3194572900
 18  f     -75.2590476300   38.3629778900
 19  f     -76.0736560000   39.0360480000
 20  f     -77.0876088500   39.4578749800
 21  f     -76.4282918100   39.3870570200
  1  c     -80.2164056600   36.7724658500
  2  c     -77.1808549400   39.6921523900
  3  c     -77.6530466300   39.5456527200
  4  c     -77.2612117800   38.8285915500
  5  c     -77.4205506600   38.8275446000
  6  c     -77.4745082700   38.2996406800
  7  c     -80.0594015600   37.2762898300
  8  c     -77.3980635900   37.5407741200
  9  c     -77.5218148300   37.5201386300
 10  c     -78.9115469500   38.2855601000
 11  c     -76.5815901700   39.1224865800
 12  c     -76.7526826400   36.7680001300
 13  c     -77.4071647500   39.3916744600
 14  c     -77.4071647500   39.3916744600
 15  c     -77.6371477800   38.8088458400
 16  c     -76.1750550000   36.7498795200
 17  c     -76.0525648200   36.8164896100
 18  c     -77.5561999900   38.6027156900
 19  c     -76.9242168700   38.5516000700
 20  c     -76.4640944300   39.3353836600
 21  c     -76.9703068700   38.8650435000
 22  c     -76.9890020900   38.8567173700
 23  c     -76.9832188100   38.9221967300
 24  c     -78.1967241900   38.9258265600
 25  c     -78.1975052100   38.9305231900
 26  c     -79.1784245900   37.4386829500
 27  c     -79.8741008600   37.0015985500
 28  c     -78.9867292900   38.0947910300
 29  c     -76.9933024000   38.9728832200
 30  c     -77.5561999900   38.6027156900
 31  c     -80.2164056600   36.7724658500
 32  c     -77.5437748200   37.3272032800
 33  c     -76.3263809400   39.4998482000
 34  c     -77.4249855800   39.4071204500
 35  c     -80.0425916700   37.2890068300
 36  c     -80.0286918300   37.2668299900
 37  c     -77.4641965600   37.5627059000
 38  c     -76.5763744300   39.0072155500
 39  c     -76.7748968400   39.2021392200
 40  c     -76.6425144200   39.3485108500
 41  c     -76.3812542200   37.1306762300
 42  c     -76.4799639200   39.4117639700
 43  c     -77.5666538800   39.3370250800
 44  c     -76.8781051200   39.0863482600
 45  c     -76.9285800400   38.8990194500
 46  c     -77.8772344100   38.8437306300
 47  c     -80.0425916700   37.2890068300
 48  c     -79.9564395200   37.2436598200
 49  c     -79.3819542000   36.9534090900
 50  c     -76.9587481300   38.8311539800

 Infeasible customers 
