 AB103   50   22   660   300    0.66666667   30   15 
  0  d     -77.4943926500   37.6085124500
  0  f     -77.4943926500   37.6085124500
  1  f     -77.6122426000   37.6598733400
  2  f     -77.0645931600   38.8694531600
  3  f     -78.4836242800   38.0716149000
  4  f     -76.5725130000   37.1928420000
  5  f     -76.5632573900   37.9687842700
  6  f     -78.4565899400   38.0383809600
  7  f     -77.6140804900   37.4321903800
  8  f     -77.4793110000   37.5702430000
  9  f     -76.1432830900   36.8575780000
 10  f     -77.3295510000   37.4343920000
 11  f     -76.3891700000   37.7254450000
 12  f     -76.3386770000   36.7960460000
 13  f     -79.1560760000   37.3833430000
 14  f     -76.2769760000   36.8244990000
 15  f     -76.2346530000   36.7603090000
 16  f     -77.5507000000   37.6860000000
 17  f     -76.6253320900   39.3194572900
 18  f     -75.2590476300   38.3629778900
 19  f     -76.0736560000   39.0360480000
 20  f     -77.0876088500   39.4578749800
 21  f     -76.4282918100   39.3870570200
  1  c     -76.9890020900   38.8567173700
  2  c     -77.0068887600   38.8228356500
  3  c     -76.9929292000   38.8442400200
  4  c     -76.9832188100   38.9221967300
  5  c     -77.1121739800   38.8902094300
  6  c     -77.2612117800   38.8285915500
  7  c     -77.4205506600   38.8275446000
  8  c     -77.6371477800   38.8088458400
  9  c     -79.4125349200   36.5963237100
 10  c     -80.2729230700   36.6755825500
 11  c     -76.9740196100   37.5386767300
 12  c     -77.5995651600   37.5343529900
 13  c     -77.4134784600   37.2195398100
 14  c     -77.3980635900   37.5407741200
 15  c     -77.2085370000   37.5365650000
 16  c     -80.0186200000   37.4313960000
 17  c     -76.0895110000   38.3259960000
 18  c     -76.5222110000   39.3359050000
 19  c     -76.1037830000   39.5240950000
 20  c     -76.2241260000   36.9926650000
 21  c     -80.2600260000   38.2202080000
 22  c     -77.4579680000   38.5175210000
 23  c     -79.5071010000   38.5795000000
 24  c     -76.8670210000   38.0072150000
 25  c     -76.7403810000   38.4779470000
 26  c     -77.6112040000   38.6140660000
 27  c     -77.1784300000   37.4626710000
 28  c     -80.0765530000   37.2726090000
 29  c     -76.7785060000   38.4404420000
 30  c     -79.8990410000   38.2068910000
 31  c     -76.0969350000   37.5131480000
 32  c     -78.9604560000   37.7419920000
 33  c     -77.5242900000   37.0341470000
 34  c     -77.3976040000   39.5807150000
 35  c     -79.2403560000   38.3972190000
 36  c     -77.5561999900   38.6027156900
 37  c     -80.2164056600   36.7724658500
 38  c     -80.2164056600   36.7724658500
 39  c     -78.2104539600   38.3833035300
 40  c     -76.9242168700   38.5516000700
 41  c     -76.9587481300   38.8311539800
 42  c     -76.9587481300   38.8311539800
 43  c     -76.9587481300   38.8311539800
 44  c     -77.4249855800   39.4071204500
 45  c     -77.4025556600   39.4392404500
 46  c     -77.4071647500   39.3916744600
 47  c     -77.4071647500   39.3916744600
 48  c     -77.4071647500   39.3916744600
 49  c     -77.5666538800   39.3370250800
 50  c     -76.8610354500   39.0999405600

 Infeasible customers 
